condition,severity,method,image,IoU,F1,inference_ms
fog,0.0,classical,clips/0601/1495485075612519689/20.jpg,0.02645492690085988,0.05154620277528275,2.5391250383108854
fog,0.0,classical,clips/0601/1495485081611855219/20.jpg,0.0912888397199916,0.16730463356230227,2.6527500012889504
fog,0.0,classical,clips/0601/1495485087607351973/20.jpg,0.02438887011377718,0.04761642931764447,2.6956250658258796
fog,0.0,classical,clips/0601/1495485093604646206/20.jpg,0.05018277177368086,0.09556959630736636,2.639667014591396
fog,0.0,classical,clips/0601/1495485099601922885/20.jpg,0.0,nan,1.72437506262213
fog,0.0,classical,clips/0601/1495485105599385453/20.jpg,0.10855884203901825,0.19585580471189326,2.514749998226762
fog,0.0,classical,clips/0601/1495485111599411627/20.jpg,0.0006684950291395269,0.0013360968841535483,2.596916980110109
fog,0.0,classical,clips/0601/1495485117594185994/20.jpg,0.08683243485235688,0.15978992173554854,2.83241702709347
fog,0.0,classical,clips/0601/1495485123591495860/20.jpg,0.11868300153139356,0.21218343600273787,3.4862500615417957
fog,0.0,classical,clips/0601/1495485129589080069/20.jpg,0.004592159898655782,0.009142336725221991,3.049749997444451
fog,0.0,classical,clips/0601/1495485135586245515/20.jpg,0.0681663258350375,0.1276324186343331,2.2517499746754766
fog,0.0,classical,clips/0601/1495485141585513338/20.jpg,0.06726590097837948,0.12605275014729836,4.748375038616359
fog,0.0,classical,clips/0601/1495485147581014946/20.jpg,0.11503783609724683,0.20633889249873658,4.0172499138861895
fog,0.0,classical,clips/0601/1495485153579251831/20.jpg,0.049742894640590375,0.09477157672521572,2.4952079402282834
fog,0.0,classical,clips/0601/1495485159575742672/20.jpg,0.10363894783980063,0.18781313951026746,3.0625839717686176
fog,0.0,classical,clips/0601/1495485165575366989/20.jpg,0.08864519914912344,0.16285415894619817,2.6244589826092124
fog,0.0,classical,clips/0601/1495485171570457961/20.jpg,0.07381321312860967,0.13747868293322837,4.345958004705608
fog,0.0,classical,clips/0601/1495485177570314287/20.jpg,0.10233750863004241,0.18567363956838395,4.167416947893798
fog,0.0,classical,clips/0601/1495485183565129358/20.jpg,0.12506999826211213,0.22233282987779762,3.6082500591874123
fog,0.0,classical,clips/0601/1495485189564879401/20.jpg,0.07740061717190053,0.1436802911345486,3.031749976798892
fog,0.0,classical,clips/0601/1495485195559966192/20.jpg,0.08093896713615023,0.14975677553856845,4.442792036570609
fog,0.0,classical,clips/0601/1495485201558641598/20.jpg,0.12007912957467853,0.21441186859766867,2.286124974489212
fog,0.0,classical,clips/0601/1495485207554693841/20.jpg,0.06110679108346293,0.11517557251908396,2.874624915421009
fog,0.0,classical,clips/0601/1495485213552150385/20.jpg,0.008734109698639879,0.017316971072286236,3.5156660014763474
fog,0.0,classical,clips/0601/1495485219551850010/20.jpg,0.08590980138004652,0.1582264038336639,3.1521249329671264
fog,0.0,classical,clips/0601/1495485225546895923/20.jpg,0.03620283654796786,0.06987596495793218,3.7042080657556653
fog,0.0,classical,clips/0601/1495485231544226883/20.jpg,0.024659000719836097,0.048131135729082224,5.472792079672217
fog,0.0,classical,clips/0601/1495485237541517645/20.jpg,0.10408610903828325,0.188547085569164,4.8758749617263675
fog,0.0,classical,clips/0601/1495485243539258908/20.jpg,0.05434759138902684,0.10309236125332785,4.386957967653871
fog,0.0,classical,clips/0601/1495485249536332511/20.jpg,0.02195423036748647,0.042965192990280794,6.700999918393791
fog,0.0,classical,clips/0601/1495485255533685610/20.jpg,0.012884688769669353,0.02544157081754316,6.399709032848477
fog,0.0,classical,clips/0601/1495485261533592244/20.jpg,0.016139703321958354,0.03176670150609119,7.345124962739646
fog,0.0,classical,clips/0601/1495485267528430709/20.jpg,0.037300519130936356,0.07191844300278036,7.142291986383498
fog,0.0,classical,clips/0601/1495485273526142378/20.jpg,0.028038431343227786,0.05454743808865777,4.768584039993584
fog,0.0,classical,clips/0601/1495485279523114914/20.jpg,0.10217798986204207,0.185411051212938,6.112499977461994
fog,0.0,classical,clips/0601/1495485285520576618/20.jpg,0.10404657377362092,0.18848221849553085,2.8031249530613422
fog,0.0,classical,clips/0601/1495492512658106755/20.jpg,0.0,nan,1.6097089974209666
fog,0.0,classical,clips/0601/1495492518657921956/20.jpg,0.1469490514785451,0.25624338114951384,3.5454999888315797
fog,0.0,classical,clips/0601/1495492524654518667/20.jpg,0.042308775600531125,0.08118280607616438,3.252499969676137
fog,0.0,classical,clips/0601/1495492530652417826/20.jpg,0.09113300492610837,0.1670428893905192,3.5459169885143638
fog,0.0,classical,clips/0601/1495492536647945627/20.jpg,0.058431952662721894,0.11041229909154439,2.3649579379707575
